MCM Name,Smiles String,InChl Identifier,formula,idx_species
HIEB1OOH, OCC(O)C(CO)(OO)C=O ," InChI=1S/C5H10O6/c6-1-4(9)5(2-7,3-8)11-10/h2,4,6,8-10H,1,3H2 ",C5H10O6,678
HIEB1O, OCC(O)C([O])(CO)C=O ," InChI=1S/C5H9O5/c6-1-4(9)5(10,2-7)3-8/h2,4,6,8-9H,1,3H2 ",C5H9O5,679
HIEB2OOH, OOC(C=O)C(O)(CO)CO ," InChI=1S/C5H10O6/c6-1-4(11-10)5(9,2-7)3-8/h1,4,7-10H,2-3H2 ",C5H10O6,680
HIEB2O, O=CC([O])C(O)(CO)CO ," InChI=1S/C5H9O5/c6-1-4(9)5(10,2-7)3-8/h1,4,7-8,10H,2-3H2 ",C5H9O5,681
HPNC524CO, OCC(ON(=O)=O)C(CO)(OO)C=O ," InChI=1S/C5H9NO8/c7-1-4(13-6(10)11)5(2-8,3-9)14-12/h2,4,7,9,12H,1,3H2 ",C5H9NO8,682
DNC524CO, OCC(ON(=O)=O)C(CO)(C=O)ON(=O)=O ," InChI=1S/C5H8N2O9/c8-1-4(15-6(11)12)5(2-9,3-10)16-7(13)14/h2,4,8,10H,1,3H2 ",C5H8N2O9,683
HMVKNO3, OCC(=O)C(CO)ON(=O)=O ," InChI=1S/C4H7NO6/c6-1-3(8)4(2-7)11-5(9)10/h4,6-7H,1-2H2 ",C4H7NO6,684
HNC524CO, OCC(ON(=O)=O)C(O)(CO)C=O ," InChI=1S/C5H9NO7/c7-1-4(13-6(11)12)5(10,2-8)3-9/h2,4,7,9-10H,1,3H2 ",C5H9NO7,685
C31CO3H, O=COC=CC(=O)OO ," InChI=1S/C4H4O5/c5-3-8-2-1-4(6)9-7/h1-3,7H ",C4H4O5,686
C31PAN, O=COC=CC(=O)OO[N+](=O)[O-] , InChI=1S/C4H3NO7/c6-3-10-2-1-4(7)11-12-5(8)9/h1-3H ,C4H3NO7,687
C533OOH, O=COC(C(C(=O)C)OO)O ," InChI=1S/C5H8O6/c1-3(7)4(11-9)5(8)10-2-6/h2,4-5,8-9H,1H3 ",C5H8O6,688
C533O, O=COC(C(C(=O)C)[O])O ," InChI=1S/C5H7O5/c1-3(7)4(8)5(9)10-2-6/h2,4-5,9H,1H3 ",C5H7O5,689
MMALNHYOOH, CC1(OO)C(O)C(=O)OC1=O ," InChI=1S/C5H6O6/c1-5(11-9)2(6)3(7)10-4(5)8/h2,6,9H,1H3 ",C5H6O6,690
MMALANHYO, O=C1OC(=O)C(C)([O])C1O ," InChI=1S/C5H5O5/c1-5(9)2(6)3(7)10-4(5)8/h2,6H,1H3 ",C5H5O5,691
MMALNHY2OH, O=C1OC(=O)C(C)(O)C1O ," InChI=1S/C5H6O5/c1-5(9)2(6)3(7)10-4(5)8/h2,6,9H,1H3 ",C5H6O5,692
C23O3CCO3, [O]OC(=O)COC(=O)C(=O)C ," InChI=1S/C5H5O6/c1-3(6)5(8)10-2-4(7)11-9/h2H2,1H3 ",C5H5O6,693
C3DIOLOOH, OOCC(O)CO ," InChI=1S/C3H8O4/c4-1-3(5)2-7-6/h3-6H,1-2H2 ",C3H8O4,694
C3DIOLO, OCC(O)C[O] ," InChI=1S/C3H7O3/c4-1-3(6)2-5/h3-4,6H,1-2H2 ",C3H7O3,695
HMVKNGLYOX, OCC(ON(=O)=O)C(=O)C=O ," InChI=1S/C4H5NO6/c6-1-3(8)4(2-7)11-5(9)10/h1,4,7H,2H2 ",C4H5NO6,696
C23O3CCO2H, OC(=O)COC(=O)C(=O)C ," InChI=1S/C5H6O5/c1-3(6)5(9)10-2-4(7)8/h2H2,1H3,(H,7,8) ",C5H6O5,697
C23O3CCO3H, OOC(=O)COC(=O)C(=O)C ," InChI=1S/C5H6O6/c1-3(6)5(8)10-2-4(7)11-9/h9H,2H2,1H3 ",C5H6O6,698
C23O3CPAN, O=C(OON(=O)=O)COC(=O)C(=O)C ," InChI=1S/C5H5NO8/c1-3(7)5(9)12-2-4(8)13-14-6(10)11/h2H2,1H3 ",C5H5NO8,699
C23O3CHO, O=COC(=O)C(=O)C ," InChI=1S/C4H4O4/c1-3(6)4(7)8-2-5/h2H,1H3 ",C4H4O4,700
